idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
3778,43,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Business/Repair svc,Sales,Nonunion,7.479866,35,2.1217949,1.75
3779,41,White,Single,Has been married,14,Not college grad,Not south,SMSA,Not central city,Personal services,Sales,Nonunion,10.064413,55,15.72436,2.1666667
3780,39,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,7.9388032,40,14.391026,3.4166667
3782,39,White,Single,Never married,15,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Union,9.29146,40,20.833334,20.833334
3783,37,White,Married,Has been married,15,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,8.0917835,40,18.076923,13.25
3786,41,White,Single,Has been married,15,Not college grad,Not south,SMSA,Not central city,Public administration,Professional/Technical,Union,8.9049911,40,14.865385,7.6666665
3790,43,White,Single,Has been married,14,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,8.6714935,50,2.0576923,1.5833334
3794,37,White,Married,Has been married,16,College grad,Not south,SMSA,Central city,Business/Repair svc,Professional/Technical,,16.722406,20,8.7692308,.25
3798,35,White,Married,Has been married,11,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,5.4589362,40,12.596154,11.333333
3799,44,White,Married,Has been married,13,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,5.2334948,25,4.2307692,3.75
3801,34,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,8.0515299,40,15.25,3.3333333
3803,41,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Professional services,Professional/Technical,,28.152193,55,15.307693,4.5
3804,39,White,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,5.225441,40,14.564103,1
3806,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Other,Nonunion,3.7842166,30,5.9294872,4.75
3807,38,White,Married,Has been married,13,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,3.1400964,26,15.326923,.33333334
3811,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Nonunion,8.8566837,40,17.01923,16.833334
3812,42,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,5.2591949,40,15.314102,5.1666665
3813,42,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,4.8309178,40,9.2884617,1.25
3814,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Sales,,3.6231885,40,5.2307692,1
3815,37,Other,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,12.681161,40,16.794872,16.75
3816,34,Other,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,11.618352,40,16.044872,.16666667
3820,37,White,Single,Has been married,10,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,,4.6486878,40,14.903847,14.5
3821,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,5.2257524,40,7.1346154,.83333331
3822,44,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,9.581316,11,6.3461537,1.25
3823,42,White,Married,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,Nonunion,17.02898,50,9.5576925,9.333333
3828,35,White,Single,Has been married,14,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,,32.158459,50,11.967949,3.6666667
3832,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Sales,Nonunion,3.220612,15,11,2.5833333
3836,41,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Operatives,Nonunion,5.1771307,20,13.50641,11.666667
3844,40,White,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,,,Union,3.1723018,16,4.025641,0
3845,41,White,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.0257649,40,5.1153846,3.5833333
3848,36,White,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,6.9645681,40,10.525641,5.5833335
3850,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,8.8325243,40,14.826923,13.5
3852,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Entertainment/Rec svc,Sales,Nonunion,9.7584505,40,8.5576925,.41666666
3856,35,Other,Single,Never married,15,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Nonunion,7.4396124,50,12.743589,4.5833335
3858,36,Other,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,10.32206,45,15,1.4166666
3861,38,Other,Single,Never married,16,College grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Professional/Technical,,4.8274837,40,13.333334,1.25
3863,37,Other,Single,Never married,17,College grad,Not south,SMSA,Not central city,Public administration,Sales,Nonunion,12.777775,40,13.192308,1.4166666
3864,42,Other,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,9.5974236,50,14.096153,8
3865,43,Other,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Union,7.7616749,40,21.217949,21.166666
3873,35,Other,Married,Has been married,18,College grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Nonunion,25.805145,60,14.057693,6.75
3876,44,Other,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,3.220612,15,8.8397436,8.75
3878,43,Other,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Public administration,Professional/Technical,Union,9.7584505,40,18.442308,10
3880,44,White,Single,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,,4.6486878,40,13.076922,1.75
3881,35,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.2270532,40,8.1474361,1.5833334
3882,41,White,Married,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Nonunion,9.001606,33,12.615385,9.75
3886,41,White,Single,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Union,7.4396124,40,13.192307,4
3891,42,White,Single,Has been married,18,College grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,10.668277,40,12.750001,2.6666667
3893,38,White,Single,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,15.48309,50,14.826923,9.916667
3899,45,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Sales,Nonunion,7.689208,38,9.5384617,1.75
3900,38,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Nonunion,3.4219003,40,4.5705128,.91666669
3903,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Transport/Comm/Utility,Sales,Union,10.064413,40,17.288462,17.25
3905,36,White,Married,Has been married,14,Not college grad,Not south,SMSA,Central city,Manufacturing,Service,Nonunion,4.3397741,60,9.75,1.5
3910,42,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,,5.0167227,36,13.333333,12.666667
3911,43,White,Single,Has been married,11,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Nonunion,5.4267292,48,11.416666,1.75
3915,38,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Manufacturing,Craftsmen,,5.8132024,50,12.320513,1
3918,38,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,10.32206,42,8.4615383,1.9166666
3919,40,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,11.537839,40,16.326923,8.333333
3922,35,White,Single,Never married,17,College grad,Not south,SMSA,Central city,Transport/Comm/Utility,Craftsmen,Union,11.610305,40,14.211538,10.916667
3923,35,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,5.8615127,40,7.8076925,5.25
3929,39,White,Married,Has been married,14,College grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,6.8840547,45,19.391026,19.333334
3930,38,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,,8.3612032,40,18.51923,3.0833333
3933,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Union,9.29146,25,7.1538467,3.5833333
3934,38,White,Married,Has been married,15,Not college grad,Not south,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,10.177135,40,15.22436,13.583333
3935,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,11.014487,45,9.166667,7.4166665
3937,44,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Transport/Comm/Utility,Laborers,Union,21.384863,20,5.5,5.5
3941,43,Black,Single,Never married,11,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Laborers,Nonunion,7.4476643,40,7.8782048,6.8333335
3945,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,Union,6.8438005,20,13.076922,9.916667
3946,37,White,Married,Has been married,10,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,6.7391267,40,13,12.416667
3952,41,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,10.668277,40,16.096155,4.75
3953,38,White,Married,Has been married,15,Not college grad,South,SMSA,Central city,Public administration,Sales,Union,25.805145,30,17.115385,7
3955,35,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,12.850242,40,15.75,12
3956,41,White,Married,Has been married,16,College grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,6.634459,35,13.115385,5.4166665
3962,36,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,,3.510896,55,10.653846,1.3333334
3963,34,White,Married,Has been married,14,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,,4.8274837,40,12.538462,2.5
3964,37,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Union,5.1690807,15,7.5576921,1.4166666
3968,36,White,Married,Has been married,18,College grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,10.539451,47,16.692307,1.1666666
3972,38,White,Single,Has been married,14,Not college grad,Not south,SMSA,Central city,Business/Repair svc,Sales,Union,3.341383,40,3.7628202,1.0833334
3974,43,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,13.776157,45,17.147436,15.583333
3977,38,White,Single,Has been married,14,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,10.273749,38,10.782051,6.8333335
3978,35,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Sales,Nonunion,7.4315586,50,13.26923,4
3983,43,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,20.494751,40,16.057692,3
3984,45,White,Single,Has been married,11,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,,4.3447361,40,6.4679489,2.1666667
3985,40,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.2801929,40,13.173077,4.4166665
3988,45,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Public administration,Managers/Admin,Nonunion,10.217388,45,21.166666,21.166666
3990,45,White,Married,Has been married,11,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Union,7.1578097,40,9.2948723,8.166667
3991,41,White,Single,Never married,12,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Laborers,Nonunion,3.7198057,35,19.679485,19.583334
3994,34,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Operatives,Nonunion,3.5024142,40,4.4230771,.16666667
3996,37,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Clerical/Unskilled,,40.198082,40,8.5769234,2.4166667
3997,35,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Business/Repair svc,Sales,Nonunion,6.5458913,40,11.596154,6.1666665
3998,37,White,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,13.550715,40,14.564102,1.5
3999,35,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Managers/Admin,Nonunion,19.355871,40,11.544871,4.5
4001,43,White,Married,Has been married,14,Not college grad,Not south,SMSA,Central city,Professional services,Other,Nonunion,6.5056314,20,11.461538,3.75
4003,35,White,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,7.8099809,50,13.967949,4.4166665
4007,43,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,9.7584505,40,8.8846159,3.8333333
4008,39,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Nonunion,6.9726219,40,20.04487,2.9166667
4009,39,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,,2.6972613,40,11.288462,4.9166665
4011,40,White,Single,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,12.399351,45,28.884615,23.083334
4013,45,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Nonunion,6.4009633,36,7.6217947,7.0833335
4014,35,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Transport/Comm/Utility,Managers/Admin,Nonunion,11.151368,50,11.846154,4.4166665
4015,37,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Other,,2.9264214,20,10.903846,.83333331
4017,40,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,6.9726219,40,12.846153,3.6666667
4021,35,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,,4.8274837,40,14.788461,10
4023,35,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Public administration,Managers/Admin,Nonunion,6.0466976,40,13.442307,2.8333333
4024,42,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Nonunion,5.5152969,30,11.673077,10.916667
4026,40,White,Married,Has been married,10,Not college grad,Not south,Not SMSA,Not central city,Ag/Forestry/Fisheries,Operatives,Union,5.0241528,36,10.596154,1.4166666
4031,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,4.7745543,40,18.75,1.5833334
4037,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,2.9849496,28,4.0576925,1.3333334
4038,43,White,Married,Has been married,10,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Laborers,Nonunion,5.9983873,40,6.5192308,.75
4040,38,White,Single,Has been married,16,College grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,,3.8619854,20,15.410256,.5
4041,41,White,Single,Has been married,14,Not college grad,Not south,SMSA,Central city,Transport/Comm/Utility,Sales,Nonunion,6.0305943,40,13.628205,2.9166667
4043,35,White,Single,Has been married,10,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,,3.7189493,40,13.057693,1.25
4045,36,White,Married,Has been married,18,College grad,Not south,SMSA,Central city,Professional services,Other,Union,19.355871,32,14.083333,14.083333
4048,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,4.9114323,35,7.9935899,4.8333335
4050,38,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,9.6779356,48,16.673077,1.3333334
4051,43,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Mining,Sales,Nonunion,6.5056314,40,16.544872,8.583333
4053,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Ag/Forestry/Fisheries,Managers/Admin,Nonunion,11.159413,50,18.705128,12.666667
4055,39,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,7.7455678,40,10.467949,6.75
4056,41,White,Single,Has been married,13,Not college grad,Not south,SMSA,Central city,Professional services,Managers/Admin,Nonunion,6.9726219,40,8.8653851,3.0833333
4057,37,White,Single,Has been married,15,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Union,10.909819,40,15.980769,12.5
4064,44,White,Single,Never married,18,College grad,Not south,SMSA,Central city,Professional services,Other,Union,9.0338125,60,20.416666,20.416666
4068,36,White,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,8.0515299,40,13.576923,7.4166665
4069,36,White,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Nonunion,6.7632799,33,9.416667,9.416667
4070,35,White,Married,Has been married,14,Not college grad,South,SMSA,Central city,Professional services,Laborers,Nonunion,4.0257649,2,7.7564106,1.6666666
4071,43,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,7.7455678,40,7.9615383,3.9166667
4075,40,White,Married,Has been married,14,Not college grad,Not south,SMSA,Central city,Manufacturing,Clerical/Unskilled,Nonunion,8.9049911,40,16.647436,13.583333
4079,43,Black,Single,Has been married,15,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Union,8.8164225,25,14.198719,5.3333335
4083,39,White,Married,Has been married,13,Not college grad,Not south,SMSA,Central city,Professional services,Craftsmen,Nonunion,8.8566837,40,16.711538,8.333333
4084,45,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,6.4090171,40,8.1602564,5.0833335
4087,43,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Union,6.9147129,64,3.0833333,3.0833333
4091,36,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Union,8.9291439,40,9.2692308,1.3333334
4094,38,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Union,8.558774,20,4.0641022,1.4166666
4096,43,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,6.7874336,40,5.5,5.5
4099,37,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,,3.8619854,40,4.6538463,.75
4102,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Union,5.2334948,40,9.3653851,2.25
4107,37,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,5.2334948,42,9.5192308,.16666667
4108,42,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Public administration,Professional/Technical,Nonunion,7.9388032,40,13.916666,10.25
4110,37,White,Single,Never married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,8.2608652,60,14.916667,14.916667
4116,39,White,Single,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,5.6360707,30,8.1153851,3.8333333
4118,41,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Transport/Comm/Utility,Sales,Union,9.6779356,40,22.198719,22.166666
4120,45,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,8.7761631,30,14.820513,1
4121,37,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,,6.6585989,29,11.615384,.66666669
4124,39,Black,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Personal services,Operatives,,6.050869,38,16.134615,1
4125,42,White,Single,Has been married,16,College grad,Not south,SMSA,Central city,Manufacturing,Professional/Technical,Nonunion,12.391304,40,17.711538,15.333333
4126,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Construction,Sales,,3.7625415,32,2.7884614,1.3333334
4127,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Union,8.2367105,40,18.192307,15.833333
4128,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.5056314,10,12.711538,11.833333
4129,42,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,6.6425118,40,8.2692308,1
4130,44,White,Single,Has been married,18,College grad,Not south,SMSA,Not central city,Manufacturing,Sales,,38.709259,40,12.903846,2.6666667
4131,42,Other,Married,Has been married,14,College grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Union,1.8060199,40,2.4807692,.16666667
4132,40,White,Single,Never married,14,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Operatives,Union,12.512074,52,17.512821,12.833333
4133,39,White,Married,Has been married,17,College grad,Not south,Not SMSA,Not central city,Public administration,Managers/Admin,Union,22.584532,40,12.903846,.5
4135,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Public administration,Sales,Nonunion,5.5394502,40,12.762821,9.916667
4136,41,Other,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Public administration,Professional/Technical,Union,12.206116,40,15.596154,5.5
4142,42,Black,Married,Has been married,17,College grad,Not south,SMSA,Central city,Transport/Comm/Utility,Sales,Union,10.466988,40,12.019231,5.25
4145,37,White,Single,Has been married,11,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Managers/Admin,Nonunion,12.077295,40,12.333333,6.1666665
4147,35,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Nonunion,11.030594,40,15.423077,3.4166667
4148,40,White,Married,Has been married,10,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.8083735,40,13.115385,11.5
4149,40,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Clerical/Unskilled,Nonunion,4.8309178,30,7.4038467,2.75
4156,36,Other,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Personal services,Laborers,,6.2709026,12,5.6025639,.41666666
4157,36,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Personal services,Transport,Nonunion,4.3896322,45,1.6025641,.33333334
4160,36,White,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Managers/Admin,Nonunion,6.3204498,50,11.961538,5.3333335
4163,38,White,Single,Never married,12,Not college grad,Not south,Not SMSA,Not central city,Personal services,Laborers,Nonunion,3.220612,30,4.6923079,1.5
4167,35,White,Married,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Union,5.8293061,30,9.4423075,4.6666665
4168,41,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Professional/Technical,,6.6889634,15,17.788462,.25
4169,36,White,Married,Has been married,11,Not college grad,Not south,Not SMSA,Not central city,Professional services,Other,,5.0322061,40,8.1346159,2.6666667
4171,37,Other,Single,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Union,7.6811533,10,3.2692308,.66666669
4172,36,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,5.3462152,40,18.211538,8.666667
4173,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,14.227051,37,16.865385,3.3333333
4176,39,Other,Married,Has been married,10,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Union,5.0161028,20,7.4423075,3.5
4180,43,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,,2.7033908,50,16.102564,1.4166666
4182,35,White,Married,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,2.3268917,16,5.8717952,.5
4184,40,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Ag/Forestry/Fisheries,Professional/Technical,Nonunion,12.38325,40,17.717949,17.666666
4186,39,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Nonunion,8.1320438,40,20.070513,7.75
4189,44,White,Married,Has been married,10,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,7.2785773,38,16.5,16.5
4191,41,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Union,3.486311,40,15.25,10.75
4192,39,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,5.6360707,20,4.3589745,2.6666667
4193,35,White,Single,Has been married,15,Not college grad,Not south,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,12.777775,40,13.647436,6.3333335
4195,36,White,Married,Has been married,17,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Union,6.5056314,50,10.717949,6.8333335
4196,35,White,Single,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Union,9.790657,40,9.5769234,2.9166667
4198,39,White,Married,Has been married,10,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Clerical/Unskilled,Nonunion,4.1806021,4,4.2692308,1.4166666
4199,36,White,Married,Has been married,13,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,9.29146,40,7.6153846,5.75
4202,44,White,Married,Has been married,17,College grad,Not south,SMSA,Central city,Professional services,Other,Union,11.964567,44,18.326923,15.833333
4204,44,Other,Single,Has been married,7,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,2.6972613,40,21.102564,6.5
4206,43,White,Single,Has been married,17,College grad,Not south,SMSA,Central city,Business/Repair svc,Craftsmen,,3.1772571,20,9.8589745,.66666669
4208,41,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Transport/Comm/Utility,Sales,Nonunion,5.4186792,40,8.3653851,8.333333
4213,39,White,Single,Never married,14,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,,35.731617,45,16.012821,3.0833333
4214,35,White,Married,Has been married,17,College grad,Not south,SMSA,Central city,Professional services,Other,Union,11.272142,45,15.192307,8.666667
4215,36,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,,3.8619854,50,7.8269229,.41666666
4221,38,White,Married,Has been married,13,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,6.2962961,40,10.217948,2.9166667
4222,36,White,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,1.9726238,40,18.057692,3.25
4223,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Union,6.1916251,40,5.0833335,5.0833335
4225,39,White,Single,Has been married,16,College grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,6.0466976,40,11.358975,3.0833333
4229,41,White,Single,Never married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,13.019322,40,18.833334,18.833334
