"PATIENT_ID","SEX","AGE","ETHNICITY","PRIMARY_SITE","HISTOLOGY","TMB","CANCER_TYPE","MUTATION_RATE","ic50_AKTinhibitorVIII","ic50_Avagacestat","ic50_CP724714","ic50_GenentechCpd10","ic50_GW2580","ic50_Pelitinib","ic50_Quizartinib","ic50_Ruxolitinib","ic50_WZ3105","ic50_ZSTK474"
"ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",6,"B-Lymphoblastic Leukemia/Lymphoma",NA,16.3842416845079,330.817545055397,266.566301825187,16.0987559690193,314.196944161738,17.365838989473,22.2180495204327,74.2812080637546,15.6508151203933,5.3812731975753
"RPMI2650_UPPER_AERODIGESTIVE_TRACT",NA,NA,NA,"Na","",3.83333333333,"Head and Neck Cancer",NA,5.8131000500362,36.3362912210097,107.1263522562,12.2267111874626,240.089315012907,6.62137465364294,8.53953024630409,77.5095380190338,0.912068666068783,3.25647069487429
"RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoblastoid",3.7,"B-Lymphoblastic Leukemia/Lymphoma",NA,0.714906867512036,45.6324460644794,146.707968205045,0.667857133717293,160.378556686109,0.627715651052653,2.81175825164923,67.0194583258288,0.157715421450554,0.0476320702433774
"RPMI7951_SKIN","Female",18,"Caucasian","Skin","Malignant_Melanoma",8.26666666667,"Melanoma",98.68563984,13.833511250946,70.8786315828906,33.0470069193993,5.67451444866263,188.161944698167,2.58328023424476,3.72710204480419,39.552266508791,1.96390728188164,0.893217648927573
"RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",61,"African_american","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",16.3666666667,"Mature B-Cell Neoplasms",169.3069282,5.30035076264871,85.0554162549538,65.9845748290815,4.71656603567048,109.321709662304,1.611418746555,3.83097369752267,44.4222291196576,0.0957479558475428,1.19341148521055
"RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Female",16,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",17.2333333333,"T-Lymphoblastic Leukemia/Lymphoma",146.5725381,0.217560784180633,2.92040702882778,43.6635212720137,0.294377005940332,143.224452839345,0.133937232895185,1.55030393685204,28.4596700747602,0.0689907390540986,0.0377006478622787
"RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",14.8666666667,"Myeloproliferative Neoplasms",NA,18.5638845066808,92.2127124384413,44.7645709704408,103.458337972382,125.422620663872,38.9264901662699,10.1607778575278,49.518829936627,0.301343038610055,4.07566938719976
"RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Female",32,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",35.0666666667,"B-Lymphoblastic Leukemia/Lymphoma",266.6254865,1.00196893581354,81.0044425933591,96.9314473206626,0.823285695021474,189.711595398668,0.334157780781711,3.13521264145511,50.0360126915082,0.0835733157029167,0.0835356326357051
"RT112_URINARY_TRACT","Female",NA,"Caucasian","Urinary_Tract","Carcinoma",8.1,"Bladder Cancer",116.3492966,7.77742261589594,165.668201173115,103.125428520859,12.1385944438086,299.233737868786,65.2920968090563,10.9409540424845,80.0486840334269,0.535473434019002,1.27647324777705
"RT4_URINARY_TRACT","Male",63,"Caucasian","Urinary_Tract","Carcinoma",5.86666666667,"Bladder Cancer",89.00340325,11.6228385150934,49.6965244463312,39.9490143572783,6.61467721197053,202.19003045402,11.9403091549067,5.75498824730152,89.1941986575925,0.332087762539546,3.05444223045888
"RVH421_SKIN","Male",28,"Caucasian","Skin","Malignant_Melanoma",12.1333333333,"Melanoma",NA,7.85684400714878,142.545892429801,40.0431250658885,9.69196314183721,318.560687989714,7.98995397950485,5.48119421684424,134.359091092058,0.793295889664875,1.07679711427858
"RXF393_KIDNEY",NA,NA,NA,"Na","",6.76666666667,"Renal Cell Carcinoma",NA,9.79151309736636,215.846174739875,69.714616384021,10.9783922495456,136.450784978047,5.59418127773913,5.31926427703675,145.310814997745,0.273531634051664,1.81110652814281
"SAOS2_BONE","Female",11,"Caucasian","Bone","Osteosarcoma",11.6333333333,"Bone Cancer",109.3601177,410.165607961009,399.863804348641,417.302342062133,416.678941169027,685.466069273651,107.061988661692,41.7302380868767,213.541458750074,6.41853565138227,62.115154935772
"SARC9371_BONE",NA,NA,NA,"Na","",82.8333333333,"Bone Cancer",NA,177.86413992261,126.948691387015,89.4307873131616,388.0247010124,139.189595481138,265.438984311143,4.18473340749667,283.747568614662,5.90416479889158,17.3620536491904
"SAS_UPPER_AERODIGESTIVE_TRACT",NA,NA,NA,"Na","",11.9,"Head and Neck Cancer",NA,21.141903099111,151.82036306451,47.7177764320044,9.79037734772182,247.457289638462,1.21869547028659,13.3463508111416,44.8311405718668,0.658006808793415,3.26386801596807
"SAT_UPPER_AERODIGESTIVE_TRACT",NA,NA,NA,"Na","",7.53333333333,"Head and Neck Cancer",NA,362.313913347605,127.465915570382,39.3872830903501,388.963691027056,486.80517903756,1.30827176125802,31.5854635337856,174.297393794207,3.92814380477886,2.56733911824888
"SBC1_LUNG",NA,NA,NA,"Na","",17.0666666667,"Small Cell Lung Cancer",NA,124.862108948959,131.355580374658,106.001580035897,130.376575810306,66.7581241508916,62.1885562687068,11.2668524124827,69.4155565379122,0.125066210238973,8.51282627781653
"SBC3_LUNG",NA,NA,NA,"Na","",8.96666666667,"Small Cell Lung Cancer",NA,9.69144948140281,91.4850892512973,45.3127296164694,3.53697555862448,184.324538473687,1.85679893052419,3.91146115061559,18.1883085445263,0.155498685620478,0.570845319540005
"SBC5_LUNG",NA,NA,"Asian","Lung","Carcinoma",14.3,"Small Cell Lung Cancer",180.3660079,37.5541165238353,67.8883877461369,39.3254935733612,16.8579777208985,120.286933365111,27.7630222391764,4.30954788697619,33.3609481883903,2.91707091054863,20.3338096369728
"SCABER_URINARY_TRACT","Male",58,"African_american","Urinary_Tract","Carcinoma",13.7333333333,"Bladder Cancer",173.1708489,186.896315403462,202.063094976806,125.005657965259,14.0494886486,327.717514163559,18.8553746391788,20.0633345994988,98.9517146156489,1.36024795094285,29.7794035942926
"SCC15_UPPER_AERODIGESTIVE_TRACT","Male",55,"Caucasian","Upper_Aerodigestive_Tract","Carcinoma",6.76666666667,"Head and Neck Cancer",98.65716635,30.3833572615375,202.871140170492,97.4744215003939,28.2644265053713,560.161984534803,0.894122936856858,30.194747940443,76.70531485191,4.85490240701723,1.47064194096301
"SCC25_UPPER_AERODIGESTIVE_TRACT","Male",70,"Caucasian","Upper_Aerodigestive_Tract","Carcinoma",5.83333333333,"Head and Neck Cancer",99.74078602,2.35104050911829,183.320502363314,37.0589170908535,3.51083183700622,200.54707355242,0.51068924749248,8.9030685659036,98.9776433613956,1.10262863801046,0.905583311334257
"SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",9.6,"Mature B-Cell Neoplasms",NA,7.29820187996415,33.5722220385369,24.0556043858252,10.0310571979147,49.0710378364791,1.63021188961652,2.97128345737772,18.5577223200042,0.206532602022304,4.75547696945316
"SCC4_UPPER_AERODIGESTIVE_TRACT","Male",55,"Caucasian","Upper_Aerodigestive_Tract","Carcinoma",9.53333333333,"Head and Neck Cancer",97.45092224,130.524767757516,204.739410044255,162.832977898723,15.4511278395027,331.729872272427,24.6132274586558,23.9369191171512,124.21711972796,2.84129802837139,11.5922642424386
"SCC9_UPPER_AERODIGESTIVE_TRACT","Male",25,"Caucasian","Upper_Aerodigestive_Tract","Carcinoma",7.33333333333,"Head and Neck Cancer",80.66946436,3.3955406594147,246.692346612557,66.0773483148287,1.15420408207244,167.536460130699,0.0895455360863364,18.6310212386401,128.211468709784,0.964951922623315,0.260012908791763
"SCC90_UPPER_AERODIGESTIVE_TRACT",NA,NA,NA,"Na","",8.46666666667,"Head and Neck Cancer",NA,1.14703574320203,NA,NA,2.39741482367142,NA,NA,NA,24.3316506811603,NA,0.935671336860468
"SCH_STOMACH",NA,NA,NA,"Na","",12.3,"Esophagogastric Cancer",NA,123.569901500403,204.160408288473,130.231156710652,167.955825269029,373.139744644022,75.5896221035488,22.2346970732538,110.119925088208,64.788492324318,38.1618757406031
"SCLC21H_LUNG","Male",46,"Caucasian","Lung","Carcinoma",17.9666666667,"Small Cell Lung Cancer",163.6472921,30.9648286280871,177.22870196035,138.499677900981,15.961842017624,300.568896327236,55.1272968989448,10.7394513172891,101.687155790504,1.05662831118587,12.7502642897826
"SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Female",71,"Asian","Haematopoietic_And_Lymphoid_Tissue","Haematopoietic_Neoplasm",7.56666666667,"Myeloproliferative Neoplasms",122.3425095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SF126_CENTRAL_NERVOUS_SYSTEM",NA,NA,"Caucasian","Central_Nervous_System","Glioma",8.76666666667,"Glioma",136.2988662,28.2849539295676,160.493589345534,163.180344962778,44.1154914141005,304.478659210706,15.8900161990906,15.6014054009167,83.3563674166494,30.4776003791171,3.8445824443023
"SF268_CENTRAL_NERVOUS_SYSTEM",NA,NA,"Caucasian","Central_Nervous_System","Glioma",9.4,"Glioma",157.8096027,19.8412082559524,162.275092996659,107.29993029401,6.18422070295109,152.235703392955,9.95051192902247,14.3990610558329,39.2457830405826,0.271101226046427,6.96565051100677
"SF295_CENTRAL_NERVOUS_SYSTEM","Female",67,"Caucasian","Central_Nervous_System","Glioma",10.0333333333,"Glioma",99.51877855,13.5660859744734,165.403343993485,107.60488001516,10.9297234505789,298.716212316125,26.8802818206723,11.76834147349,84.6423726524253,14.9184096907087,2.00291776515074
"SF539_CENTRAL_NERVOUS_SYSTEM",NA,NA,"Caucasian","Central_Nervous_System","Glioma",4.8,"Glioma",107.540583,24.5829472169667,98.1368565611987,98.4344653151269,7.48508968676846,191.496015190595,3.61458120622749,5.29429592272721,49.8806424180425,0.35513758542962,4.53558467370942
"SH4_SKIN","Female",60,"Caucasian","Skin","Malignant_Melanoma",9.76666666667,"Melanoma",109.5410231,29.3185669608406,197.334449016551,182.689684430979,21.2043637974864,650.242259256297,14.9281247373219,12.7195985896935,108.222684731838,4.77542989382192,6.14761375987483
"SHP77_LUNG","Male",54,"Caucasian","Lung","Carcinoma",22.7,"Small Cell Lung Cancer",171.4584855,15.3881541132837,78.4242350402623,10.2797197707418,5.86484468450815,64.5521226136578,2.02062728432278,5.42747490997214,49.8023414503181,21.7098483802732,18.7117749094313
"SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",63,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Haematopoietic_Neoplasm",5.83333333333,"Leukemia",93.0784535,0.758040094211891,26.0334435020114,13.5007602679077,0.516397738177936,33.8866455433977,0.153487829767558,2.41869708365988,15.8130413266783,0.0761250420934884,0.0177205020821411
"SIHA_CERVIX",NA,NA,NA,"Na","",13.1666666667,"Cervical Cancer, NOS",NA,226.435242733867,236.930298802471,250.527826953981,227.43489008497,388.972248322389,108.841533140284,26.3850351749849,130.572940284103,5.35969462225621,56.3858928249621
"SIMA_AUTONOMIC_GANGLIA","Male",1.6666,"Caucasian","Autonomic_Ganglia","Neuroblastoma",6.1,"Peripheral Nervous System",84.11208291,14.9696377538628,200.07994266321,87.5137566619787,20.353461587446,412.560144502176,16.8381475534638,8.02019711895744,64.3449207948523,34.139326855751,10.7997933533711
"SISO_CERVIX",NA,NA,NA,"Na","",104.566666667,"Cervical Cancer",NA,9.40574807755772,119.726742462952,97.3935512963259,15.3721126356283,234.229405383348,5.54194764807243,8.97970472167405,58.7748475128018,2.2483238881237,3.97129008361073
"SJRH30_SOFT_TISSUE","Male",17,"Caucasian","Soft_Tissue","Rhabdomyosarcoma",9.86666666667,"Soft Tissue Sarcoma",NA,8.04253232986106,149.589668151951,106.648246163984,4.06711539493272,287.006539151483,7.72806880338413,10.8262311551623,70.2312241075636,0.152950796624595,2.80966427185607
"SJSA1_BONE","Male",19,"African_american","Bone","Osteosarcoma",9.8,"Bone Cancer",160.4233812,45.7852506021502,183.461346586388,180.374275418119,9.69034471913458,303.995834801043,9.42332501218134,14.4842521410659,91.4000476687589,0.836081652677532,4.37895451197572
"SKCO1_LARGE_INTESTINE","Male",65,"Caucasian","Large_Intestine","Carcinoma",9.9,"Colorectal Cancer",101.3983234,117.767813048664,90.4507044416972,74.0764005152174,122.889060350215,90.6685908488226,37.3927561562787,12.3095329650425,60.3853786316017,0.37691371138484,71.0116536863592
"SKES1_BONE","Male",18,"Caucasian","Bone","Ewings_Sarcoma-Peripheral_Primitive_Neuroectodermal_Tumour",7.1,"Bone Cancer",72.55788779,6.58236432035218,158.378383141318,49.1716874733451,5.32878362932897,212.383796756358,1.23010434608309,2.28592555677034,29.667494939996,0.086256229464798,1.14593511727353
"SKGIIIA_CERVIX",NA,NA,NA,"Na","",10.3333333333,"Cervical Cancer, NOS",NA,110.60430363057,326.854134659453,353.854212778541,367.69397406881,579.04257105018,101.131939902955,36.8019193476154,129.975763700279,60.3414340737178,60.3677486751402
"SKGT2_STOMACH",NA,NA,NA,"Na","",12.0666666667,"Esophagogastric Cancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SKGT4_OESOPHAGUS",NA,NA,NA,"Na","",6.93333333333,"Esophagogastric Cancer",NA,14.0434486671702,248.581311184067,149.353055035958,12.4448887942225,371.012219973888,5.74499476457976,22.2491765736145,121.924012216895,0.474148839117407,1.26012383767136
"SKHEP1_LIVER","Male",52,"Caucasian","Liver","Carcinoma",3.5,"Hepatobiliary Cancer",144.8941285,113.743396113423,113.947520965898,114.420241559138,110.296919776592,213.657870564431,34.5548183260669,11.4044086006608,56.6621817691666,2.63204207690153,65.6520613932039
"SKLMS1_SOFT_TISSUE","Female",43,"Caucasian","Soft_Tissue","Sarcoma",5.86666666667,"Soft Tissue Sarcoma",81.05910683,6.38085435606325,110.784070951221,75.8555595692237,2.11611952776014,215.432147677543,2.57327395340331,10.9052464595626,56.1777628627804,1.88906878253913,0.404824758733522
"SKLU1_LUNG","Female",60,"Caucasian","Lung","Carcinoma",18,"Non-Small Cell Lung Cancer",72.9598821,17.574412342305,250.040273778044,143.619867484448,4.62007990315831,380.563481331604,4.59280523638612,23.3850984235131,128.597452227306,1.48140505662376,4.58618259781291
"SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",76,"Asian","Haematopoietic_And_Lymphoid_Tissue","Haematopoietic_Neoplasm",9.4,"Leukemia",164.6000219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SKMEL1_SKIN","Male",29,"Caucasian","Skin","Malignant_Melanoma",9.43333333333,"Melanoma",112.654321,16.0523137810671,113.454173763201,51.9204635232773,41.2234801263454,211.077000883218,14.7735881198213,5.30927876378783,56.9218912996443,2.65645625601678,11.2372145733978
"SKMEL2_SKIN","Male",60,"Caucasian","Skin","Malignant_Melanoma",30.4666666667,"Melanoma",NA,3.81798577681752,163.470737698763,125.709664741087,5.48042142294292,199.984327304508,40.969668490178,7.83739101280382,84.619522296746,0.497713832826872,1.20291647019803
"SKMEL24_SKIN","Male",67,"Caucasian","Skin","Malignant_Melanoma",17.5,"Melanoma",180.5878482,172.181645836918,243.585253916751,243.585253916751,221.287110301682,439.489136957713,110.411357007849,24.261967480481,57.9881106070748,56.799299903015,3.71156640832776
"SKMEL28_SKIN","Male",51,"Caucasian","Skin","Malignant_Melanoma",10.6666666667,"Melanoma",124.5888771,28.7975985504397,143.523674401514,140.253850700368,17.0004871580243,182.014253510133,50.1823313698735,8.84919062468733,72.8948505977113,0.916795354606029,3.78836678963018
"SKMEL3_SKIN","Female",42,"Caucasian","Skin","Malignant_Melanoma",9.73333333333,"Melanoma",108.4491201,21.2023282762685,196.269359709818,158.549048546785,49.6574783252522,338.804078235393,7.49664059852964,14.9616012163924,97.4414807132335,0.322090730947319,2.80400008644075
"SKMEL30_SKIN","Male",67,"Caucasian","Skin","Malignant_Melanoma",18.0333333333,"Melanoma",180.5771581,23.4471276707023,117.3210272456,156.14108663011,9.68750586404446,290.02960384656,6.16770618654012,15.7221728584985,76.5980025472582,0.526303624441851,3.03987075587634
"SKMEL31_SKIN","Female",NA,"Caucasian","Skin","Malignant_Melanoma",12.2666666667,"Melanoma",133.3183855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SKMEL5_SKIN","Female",24,"Caucasian","Skin","Malignant_Melanoma",18.5666666667,"Melanoma",138.4460038,10.5405107479612,208.372845190481,129.12978708307,177.99758806435,317.811042438027,44.1064927717447,25.4460112033544,128.824755978075,2.30593907202604,3.87170508325967
"SKMES1_LUNG","Male",65,"Caucasian","Lung","Carcinoma",18.2,"Non-Small Cell Lung Cancer",148.3603289,6.03532074131669,137.066197149326,32.607163385962,5.70298088258143,202.143532094532,0.0928397862431927,15.1101242608499,59.6013366003375,1.09847296312521,1.09017801563217
"SKMG1_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,"Na","",7.76666666667,"Glioma",NA,149.63215765093,137.878381070987,29.1220028455483,4.40284974237968,177.884061821887,65.5834252399527,6.55389153038462,75.9679089153948,19.7308618245409,84.9074636054067
"SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",54,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",8.16666666667,"Mature B-Cell Neoplasms",97.98150618,0.929722615711314,84.2940262915076,136.395260808496,2.21492158264206,221.873189456427,81.908027342016,2.62425487865909,58.8628993498848,6.71073175879817,0.249018770954332
"SKN_ENDOMETRIUM",NA,NA,NA,"Na","",10.5666666667,"Endometrial Cancer",NA,15.4082487633088,115.622896125998,32.6851223380695,14.8692006032686,60.6314054146176,15.4454737614729,2.54598854268152,74.5925771314758,1.08769741658758,1.88823211040503
"SKN3_UPPER_AERODIGESTIVE_TRACT",NA,NA,NA,"Na","",10.3,"Head and Neck Cancer",NA,207.448890813687,212.871990185303,154.858996052289,54.6263299483542,381.296390302027,21.1633518615382,21.3639303005439,105.650238340112,1.23322045028834,16.1077254738692
"SKNAS_AUTONOMIC_GANGLIA","Female",6,"Caucasian","Autonomic_Ganglia","Neuroblastoma",6.33333333333,"Peripheral Nervous System",93.765726,4.16869067626737,135.611339955489,173.702662277388,2.06803731399233,254.025841491735,7.74440773253268,9.58901334625235,76.4505403218352,1.28026616791778,0.877772351252288
"SKNDZ_AUTONOMIC_GANGLIA","Female",2,"Caucasian","Autonomic_Ganglia","Neuroblastoma",9.83333333333,"Peripheral Nervous System",105.5585115,140.090410014888,140.090410014888,37.5292639258141,30.6141401919444,273.397013315469,37.4648814678108,13.9869254942865,71.3001905551908,31.7827280770555,2.77666897821308
"SKNEP1_BONE",NA,NA,NA,"Na","",4.96666666667,"Bone Cancer",NA,16.3516858153422,95.014641426103,85.6050263101203,1.69938768349477,168.485720265089,2.48241530614818,6.76929536819539,38.3004635788587,0.215503527642834,1.78955323622661
"SKNFI_AUTONOMIC_GANGLIA","Male",11,"Caucasian","Autonomic_Ganglia","Neuroblastoma",7.16666666667,"Peripheral Nervous System",112.135783,27.9419459817872,89.6434378555927,84.2397584147077,14.6844190045997,183.316286040248,10.8262852864534,7.35129141123674,38.8548924238178,39.5199259838649,4.26796870099495
"SKNSH_AUTONOMIC_GANGLIA","Female",4,"Caucasian","Autonomic_Ganglia","Neuroblastoma",5.7,"Peripheral Nervous System",NA,18.6972602045355,124.183337266018,110.887702497758,17.7387409148069,118.74496001083,34.6024676885909,13.5536244684019,37.7244716781306,27.4328993684566,2.87319600275376
"SKOV3_OVARY","Female",64,"Caucasian","Ovary","Carcinoma",21.4,"Ovarian Cancer",198.9679444,2.2843168315161,241.059068266283,73.2732057665755,1.3207793776867,303.104005776745,1.18038068399017,14.9201552467555,114.039399689949,0.486406298108574,0.955157529259806
"SKPNDW_BONE",NA,NA,NA,"Na","",10,"Bone Cancer",NA,11.1696022089673,150.691695809996,90.8021532923939,15.9214777563548,197.238962252887,5.40724650858699,6.69587724210396,53.1909356865926,0.315816477977199,2.81790866030358
"SKUT1_SOFT_TISSUE","Female",75,"Caucasian","Soft_Tissue","Leiomyosarcoma",63.7,"Soft Tissue Sarcoma",448.08848,11.0443170328644,99.5066026246865,102.723508981127,8.52831667249188,133.393445754583,14.630494282431,5.38665177565211,51.1613825301637,1.54627219700397,6.3954193017236
"SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,"Na","",12.4333333333,"Mature B-Cell Neoplasms",NA,2.76046460304776,83.6467019602606,126.987670618277,4.66705849202839,163.989598166718,3.01742856458212,10.1669676558453,21.3965351491304,0.063224335282785,0.630341842255255
"SN12C_KIDNEY",NA,NA,NA,"Na","",20.5666666667,"Renal Cell Carcinoma",NA,91.3382821156439,184.229451546371,87.8918428461665,147.186869419083,266.902120152464,14.3986722864328,20.826703803493,105.537886268419,8.87866315444204,14.913040029817
"SNB75_CENTRAL_NERVOUS_SYSTEM",NA,NA,"Caucasian","Central_Nervous_System","Glioma",8.36666666667,"Glioma",106.3647836,30.1620044055075,322.608979473017,365.033087441997,54.5248739335643,764.926690635515,51.7703193745772,17.688328229442,94.4882038760755,0.704340764113279,10.8057024563277
"SNGM_ENDOMETRIUM","Female",52,"Asian","Endometrium","Carcinoma",105.366666667,"Endometrial Cancer",788.4232098,15.6537890577813,56.5064618138751,17.9851964485735,1.43066303835704,70.0468987602005,0.269175148929281,9.32778891340371,48.77061598255,0.593359395695091,1.37353677382147
"SNU1_STOMACH","Male",44,"Asian","Stomach","Carcinoma",62.4666666667,"Esophagogastric Cancer",456.8609593,4.23325838369191,110.976670106404,21.8524709040164,1.67602010866825,192.918534739432,2.07152075128202,3.70969995987551,54.9054162336552,0.661537240473269,1.49686960883905
"SNU1040_LARGE_INTESTINE","Male",34,"Asian","Large_Intestine","Carcinoma",638.833333333,"Colorectal Cancer",3119.618365,4.10742372061625,166.130728581594,29.0519033225444,2.39987343368806,662.519505704644,0.447339707931815,4.37580717528473,135.127394982214,0.160386941332978,1.20072555110238
"SNU16_STOMACH","Female",33,"Asian","Stomach","Carcinoma",9,"Esophagogastric Cancer",154.3977156,28.1261289454036,105.336606626078,48.4647631063453,15.1539769127594,139.0044573663,50.8755777518502,7.69738761103534,54.2257018542831,1.8816611930314,52.8458402178016
"SNU175_LARGE_INTESTINE","Female",56,"Asian","Large_Intestine","Carcinoma",183.866666667,"Colorectal Cancer",1460.745797,2.54961916255714,82.1948789300209,8.80218512218761,2.64420909052704,74.8035990900482,1.59268456796552,0.915218906723254,49.2758449237578,0.180913547489739,1.63261006332008
"SNU182_LIVER","Male",24,"Asian","Liver","Carcinoma",8.6,"Hepatobiliary Cancer",140.778944,2.47172428949667,160.070925277928,56.5413370587209,2.74117867154718,164.295395549919,2.35793680145934,15.9548043972036,4.3124146894272,0.642795272299737,0.55560148239942
"SNU387_LIVER","Female",41,"Asian","Liver","Carcinoma",8,"Hepatobiliary Cancer",144.2324724,2.94404945706406,197.076307213458,104.935827851285,1.74117121699002,127.988574728229,8.13753248875134,19.1492011624117,55.0573296704774,0.932397549488687,0.477100556518427
"SNU398_LIVER","Male",42,"Asian","Liver","Carcinoma",8.86666666667,"Hepatobiliary Cancer",127.2397008,9.68145306457629,147.035786098754,73.954201281192,1.61162340973165,246.999422853564,16.8869308453436,5.29223154989621,73.695077063733,0.465090624958483,2.32793823928378
"SNU407_LARGE_INTESTINE","Male",37,"Asian","Large_Intestine","Carcinoma",88.3333333333,"Colorectal Cancer",525.9938628,4.25797204005706,163.761155928107,26.9147375258521,12.4083917779374,274.349817967468,0.829549082429257,4.08442516529433,104.609879765972,3.05726278212194,1.41986812843296
"SNU423_LIVER","Male",40,"Asian","Liver","Carcinoma",10.7333333333,"Hepatobiliary Cancer",141.3075379,5.13325006748442,149.099519634764,56.5977368824087,0.673568891212357,90.5813190239633,2.06541050825491,15.7386898098819,78.9835813614916,0.973094577078856,0.296631396557568
"SNU449_LIVER","Male",52,"Asian","Liver","Carcinoma",10.3666666667,"Hepatobiliary Cancer",153.5990748,3.18150068818808,57.5716926584311,17.2330491089597,6.23065211078669,282.661480593916,0.967439875688918,19.5007514358688,29.1217116269759,26.8520186332402,1.5760205016307
"SNU475_LIVER","Male",43,"Asian","Liver","Carcinoma",11,"Hepatobiliary Cancer",142.4243554,5.13501620926661,96.9035350833893,81.2648033750895,3.68531867179008,201.880714359284,13.8449701415878,3.95341593948588,52.7357714275358,2.15592097747942,4.87701328141604
"SNU5_STOMACH","Female",33,"Asian","Stomach","Carcinoma",9.1,"Esophagogastric Cancer",147.8163642,153.993747355238,172.617126454767,172.617126454767,172.05100955047,337.140918926165,88.6611677204528,17.2617142507133,79.3368728686906,36.1175898452319,6.47535220046166
"SNU61_LARGE_INTESTINE","Male",48,"Asian","Large_Intestine","Carcinoma",8,"Colorectal Cancer",150.4874262,27.6353292651043,216.273108452753,36.0312998143426,22.0690902874204,494.775438481157,1.19091985986192,16.7286363096526,196.468870713711,0.747719029937119,10.3159887760011
"SNU81_LARGE_INTESTINE","Male",53,"Asian","Large_Intestine","Carcinoma",248.866666667,"Colorectal Cancer",1759.696678,3.63944792067013,329.069179270382,72.6164877470204,8.40542222014147,540.930605595066,4.55359485938286,8.25569281036421,157.073209623957,0.506460978359331,0.197369830107159
"SNUC1_LARGE_INTESTINE","Male",71,"Asian","Large_Intestine","Carcinoma",15.4666666667,"Colorectal Cancer",201.5597753,8.68682925627991,172.930192239846,429.363122373702,62.2282452270377,694.973697830183,166.539247106392,30.8165535954386,56.3135397991579,17.6966083044398,7.04289283619456
"SNUC2B_LARGE_INTESTINE","Female",43,NA,"Large_Intestine","Carcinoma",86.2,"Colorectal Cancer",NA,21.7678693601548,80.0971281401317,69.5477105650871,14.0493622037712,349.120452932974,2.81411830672702,25.5031761675966,104.773931948882,0.541669089485557,4.61953476589346
"SNUC5_LARGE_INTESTINE","Female",77,"Asian","Large_Intestine","Carcinoma",100.033333333,"Colorectal Cancer",802.4440016,27.491971043809,184.675457363938,93.7324080710087,114.70814122059,177.450908707362,34.649247214893,14.218856411373,97.9233470838309,3.0138610571869,5.38933499630288
"SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Male",11,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",8.03333333333,"Mature T and NK Neoplasms",103.6805732,3.46502552798997,52.4425350687936,21.039381688311,0.196796712358293,61.8114733410437,0.263432265755927,5.82141290813022,2.30883022461212,0.109839507645766,0.38763697840286
"ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Female",NA,"Caucasian","Haematopoietic_And_Lymphoid_Tissue","Lymphoid_Neoplasm",8.63333333333,"Mature B-Cell Neoplasms",91.43886081,2.40634019021661,78.4800929786773,58.8827394898416,1.96999105080303,180.916210740906,1.28599019323875,2.40197183993905,33.6287044039113,0.0804574343694775,0.421775119147278
"STS0421_SOFT_TISSUE",NA,NA,NA,"Na","",6.43333333333,"Esophagogastric Cancer",NA,9.70696821224707,NA,NA,3.83155604978235,NA,NA,NA,32.3892960698443,NA,1.85249059268042
"SU8686_PANCREAS","Female",57,"Caucasian","Pancreas","Carcinoma",6,"Pancreatic Cancer",82.22981768,97.7611246938892,205.409592918643,176.663889863366,40.8705191513585,268.577899402934,16.3415835954158,15.4042585436349,110.291625651502,0.539834320710382,14.2730336750761
